track_id;artist_name;track_name;release_date;genre;sadness;danceability;topic;loudness;acousticness;instrumentalness;valence;energy
t3087;michael lington;break the ice;2018;jazz;0.0011695906685419;0.7259828874688617;world/life;0.7930928390123836;0.0530110974007002;0.8765182186234818;0.6073784006595218;0.8308255473043802
t3088;masayoshi takanaka;samba pati;2018;jazz;0.0008488964984078;0.4454673453915304;violence;0.7443529984872957;0.0346375849774949;0.451417004048583;0.3703627370156636;0.8238183214530823
t3089;haken;the good doctor;2018;jazz;0.3404068037343986;0.3620708328820535;sadness;0.7824782709022382;0.0001184740145321;0.0050506072874493;0.3683017312448475;0.8918885154371186
t3090;bluntone;ghost train haze;2018;jazz;0.0011961722604065;0.5461930033575221;violence;0.6637181755249595;0.5512043686790851;0.5495951417004048;0.5156636438582027;0.1250978008522388
t3091;walt weiskopf;soul eyes;2018;jazz;0.0004349717509632;0.5169500703996535;world/life;0.4912186242083941;0.901606326913983;0.6437246963562753;0.2425803792250618;0.2071824465388708
t3092;nestor torres;so in love;2018;jazz;0.0014224752035959;0.3046680385573486;violence;0.5417788375253185;0.8032126538279658;0.472672064777328;0.1673536685902721;0.3072856729859831
t3093;emapea;mpc jazz;2018;jazz;0.0008920607109837;0.7530596772446659;violence;0.72189318770351;0.0692761739720622;0.9058704453441296;0.3693322341302555;0.502486964557852
t3094;marion meadows;consequences;2018;jazz;0.0010526315949661;0.7465612476984729;violence;0.704971412455452;0.476907105328419;0.1093117408906882;0.3579967023907667;0.486470448326314
t3095;omaure;tasty;2018;jazz;0.5445867714806878;0.7075706704213148;sadness;0.5732892341614746;0.7560238514295698;0.9564777327935222;0.5043281121187139;0.2852629631676183
t3096;madeleine peyroux;on my own;2018;jazz;0.4647647882407807;0.6425863749593849;sadness;0.6307463528446529;0.784136329454146;0.0628542510121457;0.6125309150865622;0.3623424475318949
t3097;dj grumble;hellohello;2018;jazz;0.0018148822276572;0.6653308783710603;violence;0.8041945491372458;0.0002138556364012;0.3502024291497976;0.8680956306677658;0.7927863212544776
t3098;omaure;down under;2018;jazz;0.0016447369218192;0.6339218022311276;violence;0.5921082993615876;0.1144569422258456;0.8775303643724697;0.2559769167353669;0.1981731561586307
t3099;joey alexander;draw me nearer;2018;jazz;0.2226528721695147;0.689158453373768;violence;0.5094992692869779;0.8062247050448846;0.903846153846154;0.1529266281945589;0.2141896723901687
t3100;drwn.;nightshift (red wine and cigs);2018;jazz;0.0009398496778791;0.7227336726957654;obscene;0.6610004358639079;0.8463853879371366;0.9625506072874492;0.4095218466611707;0.1971721238941596
t3101;ol' burger beats;set it;2018;jazz;0.139004277232937;0.4877071374417849;music;0.6064661692690305;0.7469876977788132;0.2338056680161943;0.1972382522671063;0.3152939311017521
t3102;digitalluc;003;2018;jazz;0.001503759512074;0.6815769522365428;obscene;0.6266441042996692;0.8765059001063255;0.042914979757085;0.3868507831821929;0.2962743180768007
t3103;l'indécis;soulful;2018;jazz;0.0007739938588054;0.507202426080364;violence;0.6401046073378971;0.4748990711838064;0.8866396761133603;0.0900659521846661;0.3383176731845878
